Taxpayer_ID,Business_Name,Tax_Year,Tax_Type,Industry,City,Reported_Revenue,Reported_Deductions,Taxable_Income,Tax_Paid,Expected_Tax,Estimated_Tax_Gap,Number_of_Employees,Filing_Status,Previously_Audited,Prior_Audit_Result,Industry_Avg_Revenue,Revenue_Ratio,Compliance_Flag
MA-011302,Harbor Auto Repair Co,2022,Corporate,Manufacturing,Fall River,576686.61,182321.2,394365.41,22489.24,51934.37,29445.13,8,On Time,No,N/A,1500000,0.3845,Suspicious
MA-011303,Federal Auto Repair Associates,2022,Corporate,Restaurant,Boston,235144.61,42848.2,192296.41,17593.64,22049.93,4456.29,3,On Time,Yes,Underpaid,450000,0.5225,Underpaid
MA-011304,Valley Hospitality Associates,2025,Corporate,Restaurant,Boston,366927.53,91600.45,275327.09,32437.46,29097.18,0.0,1,On Time,No,N/A,450000,0.8154,Compliant
MA-011305,Patriot Restaurant LLC,2023,Corporate,Real Estate,Somerville,515220.41,164633.2,350587.21,21989.11,43110.62,21121.51,17,On Time,No,N/A,700000,0.736,Underpaid
MA-011306,Atlantic Construction Inc,2024,Corporate,Retail,Springfield,694188.41,145563.98,548624.43,53202.06,47843.75,0.0,3,On Time,No,N/A,600000,1.157,Compliant
MA-011307,Northern Restaurant Partners,2025,Rooms Occupancy,Construction,Brockton,281801.06,54859.36,226941.7,13049.15,33141.43,20092.28,9,Late,Yes,Underpaid,800000,0.3523,Suspicious
MA-011308,Beacon Restaurant LLC,2022,Income,Restaurant,Brockton,529595.05,131921.88,397673.18,36288.47,34431.5,0.0,10,On Time,No,N/A,450000,1.1769,Compliant
MA-011309,Pioneer Real Estate Services,2022,Sales/Use,Restaurant,Chelsea,213715.53,47185.31,166530.22,10408.14,14791.85,4383.72,4,On Time,No,N/A,450000,0.4749,Underpaid
MA-011310,Pioneer Retail Holdings,2024,Sales/Use,Manufacturing,Chelsea,1814637.46,308005.03,1506632.43,94164.53,74883.45,0.0,28,On Time,Yes,Compliant,1500000,1.2098,Compliant
MA-011311,Atlantic Auto Repair Co,2025,Income,Construction,Fall River,1010626.26,219411.22,791215.04,43167.35,41788.82,0.0,16,Late,No,N/A,800000,1.2633,Compliant
MA-011312,Summit Construction Holdings,2024,Sales/Use,Restaurant,Springfield,444051.46,95420.03,348631.43,21789.46,22916.75,1127.29,12,On Time,Yes,Compliant,450000,0.9868,Compliant
MA-011313,Harbor Construction Enterprise,2024,Income,Retail,Boston,572916.71,201047.62,371869.09,34084.96,45844.15,11759.19,4,On Time,No,N/A,600000,0.9549,Underpaid
MA-011314,Central Professional Services Solutions,2024,Income,Real Estate,Springfield,879267.57,168705.05,710562.52,46189.38,57366.09,11176.72,16,Amended,No,N/A,700000,1.2561,Underpaid
MA-011315,Beacon Professional Services Co,2025,Income,Auto Repair,Brockton,191203.84,64865.4,126338.44,12157.65,19637.93,7480.28,1,Late,No,N/A,300000,0.6373,Underpaid
MA-011316,Central Healthcare Services,2022,Special Fuels,Auto Repair,Cambridge,242154.19,73587.41,168566.78,40456.03,59267.84,18811.81,6,On Time,No,N/A,300000,0.8072,Underpaid
MA-011317,Cape Manufacturing Group,2022,Rooms Occupancy,Healthcare,Quincy,909630.35,307262.4,602367.95,34636.16,48320.43,13684.27,17,Not Filed,No,N/A,1200000,0.758,Underpaid
MA-011318,Patriot Healthcare Associates,2025,Meals,Construction,Brockton,1343762.96,383493.02,960269.94,67218.9,61801.94,0.0,21,On Time,No,N/A,800000,1.6797,Compliant
MA-011319,Coastal Hospitality Ventures,2025,Sales/Use,Construction,Lynn,352931.05,59473.95,293457.11,18341.07,45262.96,26921.89,15,On Time,No,N/A,800000,0.4412,Suspicious
MA-011320,Pioneer Auto Repair Holdings,2023,Sales/Use,Construction,Worcester,494933.49,87826.5,407106.99,25444.19,22073.48,0.0,8,On Time,Yes,Compliant,800000,0.6187,Compliant
MA-011321,Harbor Construction Partners,2023,Sales/Use,Hospitality,Lowell,567382.55,163977.94,403404.62,25212.79,24796.07,0.0,5,On Time,No,N/A,350000,1.6211,Compliant
MA-011322,Beacon Restaurant LLC,2022,Corporate,Real Estate,Lynn,498506.51,113457.81,385048.71,40558.32,35575.99,0.0,2,On Time,No,N/A,700000,0.7122,Compliant
MA-011323,Metro Healthcare Ventures,2023,Rooms Occupancy,Retail,Boston,302809.97,95676.87,207133.1,11910.15,17689.04,5778.89,1,On Time,No,N/A,600000,0.5047,Underpaid
MA-011324,Federal Hospitality Holdings,2025,Corporate,Retail,Fall River,531407.0,146928.59,384478.41,36439.24,34041.52,0.0,1,On Time,No,N/A,600000,0.8857,Compliant
MA-011325,Federal Auto Repair LLC,2025,Rooms Occupancy,Healthcare,New Bedford,1164232.46,329691.92,834540.54,47986.08,56833.65,8847.57,19,On Time,No,N/A,1200000,0.9702,Compliant
MA-011326,Valley Healthcare Enterprise,2023,Rooms Occupancy,Construction,Boston,507888.45,152752.46,355135.99,20420.32,22307.64,1887.32,14,On Time,No,N/A,800000,0.6349,Compliant
MA-011327,Coastal Real Estate Inc,2023,Corporate,Retail,Cambridge,736213.97,197715.09,538498.88,32629.64,27761.32,0.0,13,On Time,No,N/A,600000,1.227,Compliant
MA-011328,Summit Restaurant Partners,2022,Income,Healthcare,Boston,967754.31,315438.92,652315.39,67167.74,68013.96,846.21,15,On Time,No,N/A,1200000,0.8065,Compliant
MA-011329,Bay State Retail Associates,2023,Meals,Manufacturing,Chelsea,951658.5,259126.85,692531.64,48477.22,56759.3,8282.08,16,On Time,No,N/A,1500000,0.6344,Compliant
MA-011330,Patriot Restaurant LLC,2022,Corporate,Retail,Lynn,353076.0,70499.39,282576.61,32058.33,57166.22,25107.9,10,On Time,No,N/A,600000,0.5885,Underpaid
MA-011331,Coastal Real Estate Ventures,2024,Income,Restaurant,Boston,267890.73,42454.38,225436.35,20222.85,18892.47,0.0,1,On Time,Yes,Compliant,450000,0.5953,Compliant
MA-011332,Northern Auto Repair Enterprise,2023,Sales/Use,Construction,Lynn,1003942.23,340483.07,663459.16,41466.2,45326.88,3860.68,7,On Time,No,N/A,800000,1.2549,Compliant
MA-011333,Colonial Retail Enterprise,2023,Corporate,Professional Services,Quincy,578342.56,233845.45,344497.11,19746.93,26909.17,7162.23,1,On Time,No,N/A,500000,1.1567,Compliant
MA-011334,Southern Real Estate Associates,2024,Corporate,Restaurant,Springfield,424389.35,180170.86,244218.49,24158.5,41891.31,17732.81,1,On Time,No,N/A,450000,0.9431,Underpaid
MA-011335,Northern Manufacturing Co,2024,Corporate,Healthcare,Worcester,1398225.75,319306.75,1078919.0,77627.03,73405.65,0.0,20,Amended,Yes,Compliant,1200000,1.1652,Compliant
MA-011336,Beacon Real Estate Services,2025,Income,Professional Services,Lowell,193563.33,31617.9,161945.43,9382.66,16387.4,7004.73,7,On Time,No,N/A,500000,0.3871,Suspicious
MA-011337,Harbor Auto Repair Co,2025,Sales/Use,Professional Services,Boston,572903.65,197242.45,375661.2,23478.83,28369.32,4890.5,4,On Time,No,N/A,500000,1.1458,Compliant
MA-011338,Northern Real Estate Associates,2022,Corporate,Retail,Chelsea,287453.16,112709.83,174743.33,12391.04,18519.98,6128.94,1,On Time,No,N/A,600000,0.4791,Underpaid
MA-011339,Coastal Retail Co,2024,Special Fuels,Restaurant,Lynn,498997.7,136295.28,362702.42,87048.58,94615.9,7567.32,1,Amended,No,N/A,450000,1.1089,Compliant
MA-011340,Federal Restaurant Services,2024,Rooms Occupancy,Restaurant,Brockton,461659.57,143694.03,317965.54,18283.02,22536.91,4253.9,4,Amended,No,N/A,450000,1.0259,Compliant
MA-011341,Coastal Hospitality Ventures,2023,Special Fuels,Real Estate,Fall River,837678.06,341028.12,496649.94,119195.99,162008.52,42812.54,9,Late,No,N/A,700000,1.1967,Compliant
MA-011342,Metro Retail Services,2023,Meals,Hospitality,Fall River,175803.92,47281.96,128521.96,8996.54,17020.99,8024.46,7,On Time,No,N/A,350000,0.5023,Underpaid
MA-011343,Harbor Restaurant Inc,2025,Sales/Use,Retail,Boston,643810.0,131538.87,512271.12,32016.95,29081.4,0.0,9,Amended,No,N/A,600000,1.073,Compliant
MA-011344,Patriot Restaurant LLC,2024,Sales/Use,Real Estate,Cambridge,781954.23,123802.65,658151.59,41134.47,42612.19,1477.72,2,On Time,No,N/A,700000,1.1171,Compliant
MA-011345,Valley Auto Repair Inc,2024,Rooms Occupancy,Real Estate,Boston,933067.8,141673.08,791394.72,45505.2,34210.95,0.0,14,Late,No,N/A,700000,1.333,Compliant
MA-011346,Commonwealth Hospitality LLC,2025,Special Fuels,Restaurant,Chelsea,288450.15,50115.23,238334.92,57200.38,52438.02,0.0,2,On Time,No,N/A,450000,0.641,Compliant
MA-011347,Valley Auto Repair Associates,2024,Rooms Occupancy,Retail,Lynn,466462.17,189300.86,277161.31,15936.78,24592.21,8655.43,6,On Time,No,N/A,600000,0.7774,Underpaid
MA-011348,Northern Professional Services Services,2023,Income,Restaurant,Boston,407739.1,103013.28,304725.82,24410.32,28470.64,4060.32,13,On Time,No,N/A,450000,0.9061,Underpaid
MA-011349,Commonwealth Healthcare Enterprise,2024,Corporate,Hospitality,Cambridge,0.0,0.0,0.0,0.0,24619.17,24619.17,1,Not Filed,No,N/A,350000,0.0,Non-Filer
MA-011350,Cape Real Estate Inc,2024,Corporate,Professional Services,Boston,0.0,0.0,0.0,0.0,21118.55,21118.55,14,Not Filed,No,N/A,500000,0.0,Non-Filer
MA-011351,Federal Retail Solutions,2023,Corporate,Professional Services,Worcester,549115.81,114251.63,434864.18,50194.56,42938.03,0.0,12,Late,No,N/A,500000,1.0982,Compliant
MA-011352,Liberty Restaurant Inc,2025,Sales/Use,Healthcare,Fall River,1694120.96,483205.71,1210915.25,75682.2,83926.2,8244.0,30,Not Filed,No,N/A,1200000,1.4118,Underpaid
MA-011353,Federal Auto Repair Group,2023,Sales/Use,Retail,Lowell,671476.38,209278.23,462198.15,28887.38,28958.79,71.4,13,On Time,No,N/A,600000,1.1191,Compliant
MA-011354,Summit Real Estate Associates,2022,Income,Hospitality,Worcester,358089.38,58193.38,299896.0,21900.38,19395.52,0.0,4,On Time,Yes,Compliant,350000,1.0231,Compliant
MA-011355,Beacon Restaurant LLC,2023,Sales/Use,Manufacturing,Boston,1370347.88,567774.83,802573.05,50160.82,70157.47,19996.66,24,On Time,No,N/A,1500000,0.9136,Compliant
MA-011356,Patriot Restaurant Co,2022,Sales/Use,Hospitality,Fall River,251918.39,76647.83,175270.57,10954.41,13165.52,2211.11,10,Amended,No,N/A,350000,0.7198,Compliant
MA-011357,Patriot Healthcare Associates,2024,Income,Real Estate,Worcester,827584.22,327586.61,499997.61,55765.02,65539.18,9774.16,3,On Time,No,N/A,700000,1.1823,Compliant
MA-011358,Patriot Healthcare LLC,2022,Meals,Healthcare,Springfield,1108770.9,407814.91,700955.99,49066.92,74105.82,25038.9,6,On Time,No,N/A,1200000,0.924,Underpaid
MA-011359,Colonial Retail Group,2024,Special Fuels,Restaurant,Cambridge,391755.84,108780.99,282974.85,67913.96,95635.3,27721.33,11,Late,No,N/A,450000,0.8706,Underpaid
MA-011360,Valley Manufacturing Holdings,2022,Sales/Use,Restaurant,Quincy,363991.55,69105.06,294886.49,18430.41,17022.01,0.0,5,Not Filed,No,N/A,450000,0.8089,Compliant
MA-011361,Summit Restaurant Partners,2022,Corporate,Construction,Boston,0.0,0.0,0.0,0.0,115253.01,115253.01,14,Not Filed,No,N/A,800000,0.0,Non-Filer
MA-011362,Patriot Retail Co,2023,Sales/Use,Restaurant,Boston,283543.15,109930.99,173612.16,10850.76,14918.7,4067.94,11,On Time,Yes,Compliant,450000,0.6301,Compliant
MA-011363,Northern Real Estate Partners,2023,Rooms Occupancy,Healthcare,Boston,2057872.57,879218.09,1178654.48,67772.63,80772.18,12999.54,24,On Time,No,N/A,1200000,1.7149,Compliant
MA-011364,Patriot Healthcare LLC,2022,Income,Retail,Boston,762347.47,128767.52,633579.95,54830.96,52610.98,0.0,16,On Time,No,N/A,600000,1.2706,Compliant
MA-011365,Patriot Restaurant Co,2025,Meals,Restaurant,Boston,324527.31,77445.69,247081.62,17295.71,18381.57,1085.86,1,On Time,No,N/A,450000,0.7212,Compliant
MA-011366,Atlantic Hospitality Holdings,2024,Income,Retail,Lynn,811063.08,245833.56,565229.51,30135.51,33992.8,3857.29,19,On Time,No,N/A,600000,1.3518,Compliant
MA-011367,Summit Construction Partners,2023,Sales/Use,Manufacturing,Brockton,759981.15,303701.58,456279.57,28517.47,77044.95,48527.48,17,On Time,Yes,Underpaid,1500000,0.5067,Suspicious
MA-011368,Federal Hospitality Holdings,2025,Meals,Manufacturing,Boston,1580111.19,393174.63,1186936.56,83085.56,122455.48,39369.92,28,On Time,No,N/A,1500000,1.0534,Underpaid
MA-011369,Harbor Construction Enterprise,2022,Rooms Occupancy,Hospitality,Worcester,113684.4,26215.82,87468.58,5029.44,14877.66,9848.22,5,On Time,No,N/A,350000,0.3248,Suspicious
MA-011370,Cape Manufacturing Services,2022,Meals,Construction,Springfield,0.0,0.0,0.0,0.0,70339.2,70339.2,20,Not Filed,No,N/A,800000,0.0,Non-Filer
MA-011371,Eastern Hospitality Associates,2024,Sales/Use,Healthcare,Boston,1381678.56,359492.42,1022186.14,63886.63,62975.28,0.0,19,On Time,No,N/A,1200000,1.1514,Compliant
MA-011372,Valley Auto Repair Inc,2025,Sales/Use,Construction,Boston,805351.23,214645.66,590705.57,36919.1,38527.46,1608.37,12,Late,Yes,Compliant,800000,1.0067,Compliant
MA-011373,Metro Retail Group,2022,Rooms Occupancy,Construction,Chelsea,37112.58,14268.93,22843.66,1313.51,2401.98,1088.47,1,On Time,Yes,Compliant,800000,0.0464,Underpaid
MA-011374,Summit Retail Enterprise,2025,Meals,Construction,Worcester,839812.93,363622.54,476190.39,33333.33,50286.85,16953.52,5,On Time,No,N/A,800000,1.0498,Compliant
MA-011375,Commonwealth Restaurant Enterprise,2023,Meals,Manufacturing,Worcester,0.0,0.0,0.0,0.0,100604.58,100604.58,20,Not Filed,No,N/A,1500000,0.0,Non-Filer
MA-011376,Eastern Hospitality Solutions,2022,Income,Hospitality,Worcester,587092.93,108808.03,478284.9,40207.52,37321.3,0.0,14,On Time,Yes,Compliant,350000,1.6774,Compliant
MA-011377,Colonial Retail Enterprise,2022,Income,Construction,Springfield,490898.31,94937.78,395960.53,22345.3,26359.76,4014.46,7,On Time,No,N/A,800000,0.6136,Underpaid
MA-011378,Commonwealth Real Estate LLC,2025,Income,Restaurant,Worcester,419306.0,151847.43,267458.57,32014.59,35369.13,3354.54,3,On Time,No,N/A,450000,0.9318,Compliant
MA-011379,Southern Healthcare Ventures,2024,Income,Retail,Lynn,660412.2,162255.44,498156.76,52089.84,55105.61,3015.76,4,On Time,No,N/A,600000,1.1007,Compliant
MA-011380,Summit Manufacturing Partners,2022,Corporate,Restaurant,Brockton,74289.62,25231.39,49058.23,3206.89,12999.15,9792.26,6,On Time,No,N/A,450000,0.1651,Suspicious
MA-011381,Federal Retail Enterprise,2023,Income,Retail,Boston,702504.55,139718.67,562785.88,50200.11,50788.86,588.76,5,Late,No,N/A,600000,1.1708,Compliant
MA-011382,Harbor Restaurant Inc,2023,Income,Manufacturing,Boston,1211672.01,231277.79,980394.22,77821.7,119369.18,41547.48,21,On Time,No,N/A,1500000,0.8078,Underpaid
MA-011383,Atlantic Real Estate Inc,2025,Corporate,Auto Repair,Fall River,327348.39,117650.48,209697.91,24412.07,31498.27,7086.2,8,On Time,No,N/A,300000,1.0912,Compliant
MA-011384,Summit Manufacturing Inc,2022,Meals,Real Estate,Chelsea,662610.02,274342.8,388267.22,27178.71,33947.62,6768.91,10,On Time,No,N/A,700000,0.9466,Compliant
MA-011385,Eastern Professional Services Holdings,2023,Income,Manufacturing,Fall River,1280238.54,420039.26,860199.28,83984.68,102942.74,18958.06,14,On Time,No,N/A,1500000,0.8535,Compliant
MA-011386,Beacon Hospitality Solutions,2024,Sales/Use,Auto Repair,Brockton,172706.11,59369.09,113337.02,7083.56,12058.64,4975.08,1,Late,No,N/A,300000,0.5757,Underpaid
MA-011387,Pilgrim Auto Repair Corp,2025,Income,Construction,Chelsea,781070.56,296648.51,484422.04,38239.97,41479.61,3239.63,1,On Time,No,N/A,800000,0.9763,Compliant
MA-011388,Harbor Real Estate Solutions,2025,Income,Manufacturing,Cambridge,721033.3,303200.96,417832.34,42106.93,105663.91,63556.99,14,Late,No,N/A,1500000,0.4807,Underpaid
MA-011389,Liberty Healthcare Corp,2025,Sales/Use,Restaurant,Worcester,427723.24,91533.08,336190.16,21011.88,17329.03,0.0,3,On Time,No,N/A,450000,0.9505,Compliant
MA-011390,Colonial Professional Services Co,2023,Meals,Retail,Worcester,589406.56,160135.56,429271.0,30048.97,32718.95,2669.98,9,Amended,No,N/A,600000,0.9823,Compliant
MA-011391,Atlantic Construction Associates,2023,Income,Restaurant,Springfield,307608.38,92594.41,215013.97,18986.03,33689.0,14702.97,4,Not Filed,No,N/A,450000,0.6836,Suspicious
MA-011392,Valley Manufacturing Inc,2024,Meals,Retail,Lynn,353281.2,58617.08,294664.11,20626.49,17275.05,0.0,1,Amended,No,N/A,600000,0.5888,Compliant
MA-011393,Patriot Manufacturing LLC,2024,Corporate,Professional Services,Springfield,0.0,0.0,0.0,0.0,25990.22,25990.22,3,Not Filed,Yes,Underpaid,500000,0.0,Non-Filer
MA-011394,Beacon Professional Services Services,2022,Corporate,Auto Repair,Quincy,212464.88,94978.99,117485.89,6710.81,10232.11,3521.3,1,On Time,No,N/A,300000,0.7082,Compliant
MA-011395,Northern Professional Services Associates,2025,Corporate,Real Estate,Springfield,347302.69,136014.98,211287.71,20979.0,44274.06,23295.06,8,On Time,No,N/A,700000,0.4961,Underpaid
MA-011396,Atlantic Construction Associates,2025,Sales/Use,Professional Services,Boston,209170.92,89101.61,120069.31,7504.33,30218.29,22713.96,4,On Time,No,N/A,500000,0.4183,Suspicious
MA-011397,Federal Hospitality Holdings,2023,Rooms Occupancy,Professional Services,Somerville,438169.97,140112.34,298057.63,17138.31,16536.01,0.0,1,On Time,Yes,Compliant,500000,0.8763,Compliant
MA-011398,Atlantic Hospitality Holdings,2022,Rooms Occupancy,Construction,Brockton,807919.19,165565.13,642354.06,36935.36,30652.04,0.0,5,On Time,No,N/A,800000,1.0099,Compliant
MA-011399,Metro Retail Ventures,2024,Income,Professional Services,Lowell,623354.1,112183.74,511170.36,41407.84,39661.81,0.0,1,On Time,Yes,Compliant,500000,1.2467,Compliant
MA-011400,Federal Retail LLC,2024,Sales/Use,Restaurant,Worcester,405996.39,68909.3,337087.09,21067.94,20992.32,0.0,6,On Time,No,N/A,450000,0.9022,Compliant
MA-011401,Summit Hospitality Holdings,2022,Special Fuels,Real Estate,Lowell,708884.8,180384.91,528499.89,126839.97,118600.7,0.0,22,On Time,No,N/A,700000,1.0127,Compliant
MA-011402,Pioneer Manufacturing Services,2024,Sales/Use,Construction,Cambridge,915204.83,163033.28,752171.54,47010.72,45570.73,0.0,6,On Time,No,N/A,800000,1.144,Compliant
MA-011403,Summit Auto Repair LLC,2024,Income,Hospitality,Chelsea,334271.86,107008.66,227263.19,13693.87,15865.07,2171.2,1,Late,Yes,Compliant,350000,0.9551,Compliant
MA-011404,Coastal Construction Solutions,2022,Sales/Use,Real Estate,Chelsea,355323.62,111660.24,243663.38,15228.96,35490.83,20261.87,4,On Time,No,N/A,700000,0.5076,Suspicious
MA-011405,Atlantic Retail Group,2023,Meals,Construction,Worcester,631436.31,263264.13,368172.18,25772.05,60662.93,34890.88,10,On Time,No,N/A,800000,0.7893,Underpaid
MA-011406,Patriot Professional Services LLC,2024,Sales/Use,Hospitality,Worcester,334592.94,126351.94,208241.0,13015.06,14294.15,1279.08,1,On Time,No,N/A,350000,0.956,Compliant
MA-011407,Northern Healthcare LLC,2022,Corporate,Restaurant,Boston,0.0,0.0,0.0,0.0,32422.19,32422.19,7,Not Filed,No,N/A,450000,0.0,Non-Filer
MA-011408,Central Hospitality Enterprise,2023,Sales/Use,Construction,Worcester,802889.38,310544.0,492345.38,30771.59,66514.58,35742.99,20,Not Filed,No,N/A,800000,1.0036,Underpaid
MA-011409,Federal Retail LLC,2022,Income,Restaurant,New Bedford,531542.72,136527.2,395015.52,19906.14,18349.34,0.0,8,Amended,No,N/A,450000,1.1812,Compliant
MA-011410,Northern Restaurant Holdings,2023,Income,Auto Repair,Cambridge,329875.2,62948.21,266926.99,30676.93,30956.5,279.57,1,On Time,No,N/A,300000,1.0996,Compliant
MA-011411,Pilgrim Healthcare Enterprise,2025,Corporate,Real Estate,Lynn,174157.51,57128.14,117029.36,10714.25,44160.26,33446.02,12,Amended,No,N/A,700000,0.2488,Suspicious
MA-011412,Liberty Real Estate Co,2023,Income,Restaurant,Somerville,436912.72,133781.9,303130.82,16806.07,18593.37,1787.3,1,Amended,No,N/A,450000,0.9709,Compliant
MA-011413,Patriot Healthcare Services,2025,Income,Restaurant,Chelsea,427199.56,155546.9,271652.66,24055.16,31862.38,7807.23,14,On Time,No,N/A,450000,0.9493,Compliant
MA-011414,Summit Real Estate Associates,2023,Meals,Real Estate,Boston,491396.76,150699.69,340697.08,23848.8,47310.14,23461.34,12,On Time,No,N/A,700000,0.702,Suspicious
MA-011415,Commonwealth Manufacturing Enterprise,2022,Corporate,Professional Services,Chelsea,660004.88,208020.56,451984.32,45706.06,45741.27,35.21,6,On Time,No,N/A,500000,1.32,Compliant
MA-011416,Federal Hospitality Co,2022,Income,Construction,Somerville,275850.72,123505.15,152345.57,11239.58,17105.93,5866.35,1,On Time,No,N/A,800000,0.3448,Compliant
MA-011417,Northern Construction Co,2025,Income,Manufacturing,Chelsea,2300125.87,965510.97,1334614.9,141815.39,192673.95,50858.56,27,Not Filed,No,N/A,1500000,1.5334,Compliant
MA-011418,Pilgrim Manufacturing Associates,2023,Income,Retail,Boston,523824.26,106488.07,417336.19,27111.24,28333.23,1221.98,5,Late,Yes,Underpaid,600000,0.873,Compliant
MA-011419,Pioneer Real Estate Services,2022,Rooms Occupancy,Real Estate,Boston,1233354.4,427295.76,806058.64,46348.37,47590.41,1242.04,22,On Time,No,N/A,700000,1.7619,Compliant
MA-011420,Harbor Restaurant Group,2024,Income,Hospitality,New Bedford,586070.01,110157.66,475912.35,44693.5,49041.15,4347.65,6,On Time,Yes,Compliant,350000,1.6745,Compliant
MA-011421,Cape Restaurant Group,2023,Sales/Use,Restaurant,Lynn,487382.09,209140.67,278241.42,17390.09,21964.6,4574.51,1,On Time,Yes,Compliant,450000,1.0831,Compliant
MA-011422,Summit Restaurant LLC,2022,Meals,Restaurant,Quincy,654984.39,136965.38,518019.01,36261.33,33543.06,0.0,2,On Time,No,N/A,450000,1.4555,Compliant
MA-011423,Northern Hospitality Partners,2025,Income,Retail,Fall River,648795.46,216264.01,432531.45,28416.08,29435.26,1019.18,2,On Time,No,N/A,600000,1.0813,Compliant
MA-011424,Coastal Healthcare Solutions,2022,Income,Professional Services,Somerville,103332.66,44791.31,58541.35,5312.21,23555.62,18243.42,1,On Time,No,N/A,500000,0.2067,Suspicious
MA-011425,Summit Real Estate Associates,2024,Income,Auto Repair,Boston,230860.03,40249.98,190610.05,21120.43,17552.74,0.0,1,On Time,No,N/A,300000,0.7695,Compliant
MA-011426,Summit Restaurant LLC,2024,Corporate,Restaurant,Boston,142746.42,53664.5,89081.92,10009.67,31958.02,21948.35,8,Late,No,N/A,450000,0.3172,Suspicious
MA-011427,Cape Real Estate Inc,2025,Corporate,Auto Repair,Boston,185475.94,70280.56,115195.37,7813.87,9240.1,1426.23,3,On Time,No,N/A,300000,0.6183,Compliant
MA-011428,Atlantic Construction Associates,2023,Sales/Use,Construction,Somerville,1108113.15,381375.94,726737.21,45421.08,56420.37,10999.3,12,On Time,No,N/A,800000,1.3851,Compliant
MA-011429,Summit Restaurant Partners,2022,Income,Restaurant,Boston,332605.64,90894.7,241710.94,14411.09,13964.9,0.0,3,On Time,No,N/A,450000,0.7391,Compliant
MA-011430,Harbor Real Estate Partners,2023,Income,Professional Services,New Bedford,314053.74,137080.67,176973.07,15461.44,46763.67,31302.23,9,On Time,No,N/A,500000,0.6281,Suspicious
MA-011431,Metro Healthcare Corp,2025,Sales/Use,Real Estate,Chelsea,466367.03,169461.33,296905.7,18556.61,25467.01,6910.41,9,On Time,No,N/A,700000,0.6662,Underpaid
MA-011432,Pilgrim Restaurant Ventures,2023,Sales/Use,Construction,Boston,0.0,0.0,0.0,0.0,22228.2,22228.2,9,Not Filed,No,N/A,800000,0.0,Non-Filer
MA-011433,Patriot Professional Services LLC,2023,Corporate,Hospitality,Lowell,213406.44,34234.73,179171.7,17606.61,32721.74,15115.13,3,On Time,No,N/A,350000,0.6097,Suspicious
MA-011434,Patriot Auto Repair Associates,2022,Corporate,Retail,Lowell,447999.22,171811.56,276187.67,21357.12,23801.66,2444.54,1,Not Filed,No,N/A,600000,0.7467,Compliant
MA-011435,Harbor Retail Group,2024,Corporate,Construction,Fall River,423285.82,183747.04,239538.79,18021.58,57952.42,39930.84,18,Late,No,N/A,800000,0.5291,Suspicious
MA-011436,Pioneer Manufacturing Services,2025,Corporate,Construction,Brockton,175301.27,35608.06,139693.21,9776.92,36029.58,26252.65,9,On Time,No,N/A,800000,0.2191,Suspicious
MA-011437,Central Manufacturing LLC,2024,Meals,Restaurant,Worcester,140512.26,46198.09,94314.17,6601.99,7528.83,926.84,1,On Time,No,N/A,450000,0.3122,Compliant
MA-011438,Pioneer Auto Repair Group,2023,Meals,Healthcare,Springfield,1182018.61,525113.21,656905.4,45983.38,68387.87,22404.49,10,Amended,No,N/A,1200000,0.985,Compliant
MA-011439,Valley Manufacturing Services,2025,Income,Professional Services,Somerville,347923.94,151728.62,196195.33,18745.79,23221.19,4475.41,1,Not Filed,No,N/A,500000,0.6958,Compliant
MA-011440,Federal Real Estate LLC,2024,Meals,Hospitality,Lynn,393472.69,65611.95,327860.74,22950.25,19856.94,0.0,3,On Time,No,N/A,350000,1.1242,Compliant
MA-011441,Coastal Hospitality Solutions,2022,Special Fuels,Manufacturing,Boston,223424.71,96529.31,126895.41,30454.9,62673.12,32218.23,1,On Time,No,N/A,1500000,0.1489,Underpaid
MA-011442,Pilgrim Manufacturing Enterprise,2025,Corporate,Restaurant,Boston,352449.01,74978.09,277470.92,29715.8,27618.61,0.0,6,Amended,No,N/A,450000,0.7832,Compliant
MA-011443,Liberty Restaurant Associates,2025,Corporate,Restaurant,Quincy,40854.4,12232.49,28621.92,1656.35,2347.21,690.86,1,On Time,No,N/A,450000,0.0908,Underpaid
MA-011444,Colonial Professional Services Services,2025,Sales/Use,Hospitality,Lynn,176920.44,50141.53,126778.91,7923.68,13614.75,5691.07,10,Amended,No,N/A,350000,0.5055,Underpaid
MA-011445,Valley Professional Services LLC,2025,Income,Construction,Worcester,303717.72,49807.4,253910.32,26260.28,50259.03,23998.75,10,On Time,No,N/A,800000,0.3796,Suspicious
MA-011446,Colonial Professional Services Holdings,2024,Income,Manufacturing,Lynn,885346.18,139526.28,745819.9,45225.63,64643.25,19417.61,8,On Time,No,N/A,1500000,0.5902,Underpaid
MA-011447,Eastern Construction Ventures,2023,Corporate,Restaurant,Worcester,549783.84,177084.98,372698.86,39291.12,41482.66,2191.53,8,On Time,No,N/A,450000,1.2217,Compliant
MA-011448,Central Professional Services Solutions,2025,Sales/Use,Construction,Fall River,923726.69,311046.78,612679.91,38292.49,46420.76,8128.26,31,Amended,No,N/A,800000,1.1547,Compliant
MA-011449,Eastern Healthcare Solutions,2023,Sales/Use,Manufacturing,Boston,222206.98,56260.77,165946.21,10371.64,20211.7,9840.06,14,Late,No,N/A,1500000,0.1481,Suspicious
